ID,Title,Author,Theme,Difficulty,ClearRate,Stars,PlayersPlayed,Clears,RoundsPlayed,Flag,Tag,Link
30BC-0000-03ED-075B,やっぱりマリメ2発売まではここに残留します! «全自動»,TKT,sbu,Easy,70.59%,11,12,12,17,JP,---,https://supermariomakerbookmark.nintendo.net/courses/30BC-0000-03ED-075B
BE78-0000-03EC-E534,上からマリオ,ゆうと,sbu,Easy,6.25%,14,14,1,16,JP,---,https://supermariomakerbookmark.nintendo.net/courses/BE78-0000-03EC-E534
458B-0000-03EC-DA15,Ya&#39;llGonnaMakeMeLoseMy&#39;Shroom,wilsonpenn,sbu,Expert,7.27%,16,17,16,220,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/458B-0000-03EC-DA15
F7D2-0000-03EB-BFB3,Spring-Drop Practice.,Oshikorosu,sbu,Easy,27.94%,12,23,19,68,CA,---,https://supermariomakerbookmark.nintendo.net/courses/F7D2-0000-03EB-BFB3
A9F2-0000-03E5-E5EE,六厘車,ゆうと,sbu,Expert,3.26%,69,76,3,92,JP,---,https://supermariomakerbookmark.nintendo.net/courses/A9F2-0000-03E5-E5EE
8AE7-0000-03ED-1A73,合宿なので木曜までマリメ出来ないです…　«YとB+↑»,TKT,sbu,Easy,36.00%,10,11,9,25,JP,---,https://supermariomakerbookmark.nintendo.net/courses/8AE7-0000-03ED-1A73
0197-0000-03EB-BF54,Marios Explosive Reflex 20 sec,Grant,sbu,Super Expert,1.00%,10,14,5,502,US,---,https://supermariomakerbookmark.nintendo.net/courses/0197-0000-03EB-BF54
1600-0000-03D9-42A6,Tech#11 One-Side Wall Kick,しんご,sbu,Easy,21.14%,76,85,26,123,JP,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/1600-0000-03D9-42A6
4AC7-0000-03EC-2513,TUTANINORITOGENIATARANAIYOUNI!!!,こう,sbu,Normal,25.93%,9,10,7,27,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4AC7-0000-03EC-2513
03BC-0000-03E9-CDBC,Snake Dungeon,Sam,sw,Expert,10.81%,9,10,8,74,GB,---,https://supermariomakerbookmark.nintendo.net/courses/03BC-0000-03E9-CDBC
69AE-0000-03E9-B041,bored waiting for smm2NotReally♪,Beano,sbu,Easy,93.33%,9,14,14,15,GB,---,https://supermariomakerbookmark.nintendo.net/courses/69AE-0000-03E9-B041
F40A-0000-03EB-80F6,Shell Region,【Red】いーぶい,sw,Super Expert,0.58%,15,19,4,688,JP,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/F40A-0000-03EB-80F6
7916-0000-03EC-D4BD,4-2 Grab Your Weapons (Classic),Eagleclaw,sw,Super Expert,1.86%,14,16,10,538,US,---,https://supermariomakerbookmark.nintendo.net/courses/7916-0000-03EC-D4BD
6565-0000-03EC-8E2F,Last Action Hero #FCR,flyvox,sb3,Expert,3.29%,14,21,17,516,DE,---,https://supermariomakerbookmark.nintendo.net/courses/6565-0000-03EC-8E2F
8E1D-0000-03EA-E537,juggle like you never juggled b4,Donutboy,sb3,Super Expert,0.31%,14,19,4,1305,DE,---,https://supermariomakerbookmark.nintendo.net/courses/8E1D-0000-03EA-E537
88E1-0000-03E0-5C08,pow-beatel JUMP,Karl,sb,Normal,38.71%,14,16,12,31,DE,---,https://supermariomakerbookmark.nintendo.net/courses/88E1-0000-03E0-5C08
024D-0000-03EB-9A4B,ドカンに入らないとゴール出禁！ 7,まさかっちんんWWW,sbu,Easy,9.43%,85,98,10,106,JP,---,https://supermariomakerbookmark.nintendo.net/courses/024D-0000-03EB-9A4B
A3C2-0000-03EB-AA10,P&amp;Pow BFFs,John,sb3,Expert,9.32%,13,15,11,118,US,---,https://supermariomakerbookmark.nintendo.net/courses/A3C2-0000-03EB-AA10
60AD-0000-03E5-A905,Non-Lethal Land,Bethany,sw,Easy,49.46%,44,53,46,93,US,---,https://supermariomakerbookmark.nintendo.net/courses/60AD-0000-03E5-A905
6FE2-0000-03EC-FF6A,A144 ◆Ballon (Villag. KEEPRUN)◆,Adrîan,sb,Easy,42.50%,12,21,17,40,BE,---,https://supermariomakerbookmark.nintendo.net/courses/6FE2-0000-03EC-FF6A
96C7-0000-03EC-D96F,Mario Kart 1000,Bingo,sb,Easy,63.16%,12,14,12,19,CA,---,https://supermariomakerbookmark.nintendo.net/courses/96C7-0000-03EC-D96F
4714-0000-03E1-F5F2,甲羅持っていきましょう！！！,MKS&amp;D3よこぼー,sb3,Expert,1.40%,12,16,6,429,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4714-0000-03E1-F5F2
9F72-0000-03D7-D818,1画面シリーズ#59 ~横バネジャンプ!?~,kyo-hei,sw,Easy,3.45%,24,28,1,29,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9F72-0000-03D7-D818
3526-0000-03E5-E5EA,六花堤,ゆうと,sbu,Normal,4.67%,53,63,5,107,JP,---,https://supermariomakerbookmark.nintendo.net/courses/3526-0000-03E5-E5EA
1520-0000-03E0-359F,One Japanese Janpu Coming Up! :D,swivvvv,sb,Normal,6.35%,35,41,4,63,US,Costume,https://supermariomakerbookmark.nintendo.net/courses/1520-0000-03E0-359F
76B3-0000-03E9-9FD2,(ΦωΦ)←ちーちゃん　っていうの?,⊂  まさひろ  ⊃,sb,Normal,25.71%,29,35,27,105,JP,---,https://supermariomakerbookmark.nintendo.net/courses/76B3-0000-03E9-9FD2
924A-0000-03EC-9F51,please stream cloon... #race,Lafonda,sb,Super Expert,1.29%,17,29,17,1316,US,---,https://supermariomakerbookmark.nintendo.net/courses/924A-0000-03EC-9F51
C7F5-0000-03E8-D9D5,Basic Kaizo Techniques: SMB3,crashbashr,sb3,Easy,40.00%,28,33,24,60,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/C7F5-0000-03E8-D9D5
C32F-0000-03EC-DAE5,Still SMB #GPODT2 (Backup Level),Paul,sb,Expert,3.03%,11,13,11,363,US,---,https://supermariomakerbookmark.nintendo.net/courses/C32F-0000-03EC-DAE5
0894-0000-03EC-63AC,ChipChipPiranhaPantpixelart！挑戦♥♥,りょうた,sbu,Easy,52.63%,11,13,10,19,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0894-0000-03EC-63AC
C362-0000-03EB-3474,【8・0・0】THX!,しゅん,sb,Easy,61.54%,11,17,16,26,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C362-0000-03EB-3474
8DC7-0000-03E9-3AEA,[2YDG] The Star of Our Day,LordShiro,sw,Expert,9.03%,11,15,13,144,US,---,https://supermariomakerbookmark.nintendo.net/courses/8DC7-0000-03E9-3AEA
8B34-0000-03E1-83F2,Practice,DragonSlay,sw,Normal,19.28%,11,23,16,83,AU,---,https://supermariomakerbookmark.nintendo.net/courses/8B34-0000-03E1-83F2
12D5-0000-03E5-A722,ノーマル系の水中変換！ (120s),spw-02,sb,Easy,60.32%,43,51,38,63,JP,---,https://supermariomakerbookmark.nintendo.net/courses/12D5-0000-03E5-A722
1F0F-0000-03EC-E78F,SPRING LOVE SPEEDRUN 12 ♥ THANKS,NoknowsXD,sbu,Expert,1.12%,16,20,7,623,BE,---,https://supermariomakerbookmark.nintendo.net/courses/1F0F-0000-03EC-E78F
CDE6-0000-03EC-5A7C,Los veo en MM2♡,Blanca,sw,Easy,47.17%,16,28,25,53,MX,---,https://supermariomakerbookmark.nintendo.net/courses/CDE6-0000-03EC-5A7C
DEB7-0000-03E9-DB78,Various Kaizo Techniques : SMW,crashbashr,sw,Normal,21.31%,16,22,13,61,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/DEB7-0000-03E9-DB78
D773-0000-03E9-A027,BIO•K.M.,SR|???²,sb,Expert,0.71%,16,20,2,280,US,---,https://supermariomakerbookmark.nintendo.net/courses/D773-0000-03E9-A027
4B28-0000-03E9-8C77,Midairs Training kaizo Gym by RS,RafaMaker,sw,Normal,13.39%,16,30,15,112,MX,---,https://supermariomakerbookmark.nintendo.net/courses/4B28-0000-03E9-8C77
3D54-0000-03DF-3925,Use Your Head,Xypher,sb3,Easy,26.92%,32,41,21,78,US,---,https://supermariomakerbookmark.nintendo.net/courses/3D54-0000-03DF-3925
4466-0000-03EB-3F39,♥ともやん(れいやん)♥の演奏コーース!(長野県民...涙),M,sb,Easy,80.21%,63,85,77,96,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4466-0000-03EB-3F39
5958-0000-03E7-BB0D,Morrito Kaizo!,Rishar21,sb3,Expert,1.34%,21,33,20,1497,MX,---,https://supermariomakerbookmark.nintendo.net/courses/5958-0000-03E7-BB0D
9473-0000-03EA-C3EB,Chill by the Fire,Riondrius,sb3,Expert,5.49%,26,35,26,474,US,---,https://supermariomakerbookmark.nintendo.net/courses/9473-0000-03EA-C3EB
7FE4-0000-03EC-D4C9,Come Back Like Jordan,Riles,sbu,Expert,5.08%,36,51,40,788,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/7FE4-0000-03EC-D4C9
2E83-0000-03ED-1204,LifeChanging SMM MilestoneEvents,J-Bizzle,sw,Expert,1.79%,20,29,6,336,US,---,https://supermariomakerbookmark.nintendo.net/courses/2E83-0000-03ED-1204
AF6E-0000-03ED-092D,Easy&#39;s Bowsers Friends Come Back,GTRP_Easy,sbu,Normal,16.30%,10,19,15,92,DE,---,https://supermariomakerbookmark.nintendo.net/courses/AF6E-0000-03ED-092D
FA2E-0000-03EC-D35A,Sweet Snowy Slopes of SMM2,Riondrius,sb3,Normal,38.64%,15,19,17,44,US,---,https://supermariomakerbookmark.nintendo.net/courses/FA2E-0000-03EC-D35A
6F29-0000-03EC-A9F4,少しシビアな20秒スピードラン → SPEED RUN　,たけ,sbu,Expert,9.35%,10,15,10,107,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6F29-0000-03EC-A9F4
96C7-0000-03EB-4129,meow dive x2,Pete,sw,Super Expert,0.16%,10,15,1,636,US,---,https://supermariomakerbookmark.nintendo.net/courses/96C7-0000-03EB-4129
B0E8-0000-03E9-9F54,Just midair to the axe strimmer!,[ks]Hail,sw,Normal,5.74%,15,29,22,383,SE,---,https://supermariomakerbookmark.nintendo.net/courses/B0E8-0000-03E9-9F54
C5EA-0000-03D4-751B,entrenamiento - 15 mid air&#39;s,freddy,sb3,Easy,30.21%,24,39,29,96,MX,---,https://supermariomakerbookmark.nintendo.net/courses/C5EA-0000-03D4-751B
2BD8-0000-03EB-D517,Mushroom Fantasy,Axios,sb,Normal,5.84%,19,60,52,890,IT,---,https://supermariomakerbookmark.nintendo.net/courses/2BD8-0000-03EB-D517
896D-0000-03EC-E086,ノコノコ踏み踏み#3 20s　Speedrun　Edition,ねむねむ,sw,Super Expert,0.56%,14,17,1,177,JP,---,https://supermariomakerbookmark.nintendo.net/courses/896D-0000-03EC-E086
E98A-0000-03EC-D938,Kaizo Superstar That is What U R,ChiCityNXR,sw,Super Expert,2.68%,14,21,17,635,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/E98A-0000-03EC-D938
296D-0000-03EC-D4A9,Did it all for Tanooki #GPODT2,FrankyDG,sb,Expert,5.68%,28,38,33,581,NL,Theme,https://supermariomakerbookmark.nintendo.net/courses/296D-0000-03EC-D4A9
5D1F-0000-03EC-3F37,Beanhua,CN.MS,sb,Super Expert,0.74%,14,20,5,672,US,---,https://supermariomakerbookmark.nintendo.net/courses/5D1F-0000-03EC-3F37
5EE6-0000-03EA-D66F,応/援団オワッター♪　応/援優勝!!!!　ヤッ夕ーーーーーーー♪,ゆうくん,sw,Normal,19.01%,37,45,23,121,JP,---,https://supermariomakerbookmark.nintendo.net/courses/5EE6-0000-03EA-D66F
F18F-0000-03EC-D77B,2 Of Mario&#39;z Most Wanted,CRFraud,sw,Expert,4.00%,23,34,29,725,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/F18F-0000-03EC-D77B
7A71-0000-03E7-FA5D,Never Gonna Give (you) Up ,Sady,sb,Super Expert,2.62%,23,36,21,801,FR,---,https://supermariomakerbookmark.nintendo.net/courses/7A71-0000-03E7-FA5D
398B-0000-03E3-829E,クラウン大迷宮21　,サブ　りょんりょん,sb,Easy,54.35%,32,40,25,46,JP,---,https://supermariomakerbookmark.nintendo.net/courses/398B-0000-03E3-829E
AC3D-0000-03EC-D892,Mission Tryn To Find MsPrincessP,theGRIMES,sw,Expert,2.39%,9,14,10,419,US,---,https://supermariomakerbookmark.nintendo.net/courses/AC3D-0000-03EC-D892
6922-0000-03EC-20D9,6.11,しゅん,sb,Expert,16.67%,9,13,9,54,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6922-0000-03EC-20D9
9683-0000-03EC-2091,できました。,Nova/ムロタモ,sbu,Expert,3.53%,9,12,6,170,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9683-0000-03EC-2091
8EE9-0000-03EB-7887,kimbud♥,swadler,sb,Easy,75.00%,9,11,9,12,US,---,https://supermariomakerbookmark.nintendo.net/courses/8EE9-0000-03EB-7887
E25F-0000-03EB-5569,♪&quot;Zombi&quot;♪ ♪♪musical♪♪♪level♪♪ ,RafaMaker,sw,Easy,47.62%,9,13,10,21,MX,Music,https://supermariomakerbookmark.nintendo.net/courses/E25F-0000-03EB-5569
ACC3-0000-03EA-F472,mezcao,chris,sbu,Super Expert,1.40%,9,12,5,357,US,---,https://supermariomakerbookmark.nintendo.net/courses/ACC3-0000-03EA-F472
583B-0000-03EA-921B,Can You Beat It?,Dark Larry,sbu,Easy,14.29%,9,12,2,14,US,---,https://supermariomakerbookmark.nintendo.net/courses/583B-0000-03EA-921B
123B-0000-03EA-289E,ALV  X  Vida,chris,sbu,Expert,2.11%,9,15,12,570,US,---,https://supermariomakerbookmark.nintendo.net/courses/123B-0000-03EA-289E
FDBA-0000-03E3-85D7,♡僕の苦手ギミック#4♥　♥意外なファイアー壁ジャン♡,A.T,sbu,Easy,37.31%,27,39,25,67,JP,---,https://supermariomakerbookmark.nintendo.net/courses/FDBA-0000-03E3-85D7
1840-0000-03EC-D15B,Gonna Catch Me Riding Yoshi,Royalnobod,sbu,Expert,4.16%,58,81,66,1587,NL,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/1840-0000-03EC-D15B
E69D-0000-03E4-547A,le groupe pour Tchad,le groupe,sb,Normal,7.92%,40,50,16,202,FR,---,https://supermariomakerbookmark.nintendo.net/courses/E69D-0000-03E4-547A
F42C-0000-03E3-F405,Castle for Fxy2003CMU,SR|Dan,sw,Expert,1.52%,31,50,24,1583,CA,---,https://supermariomakerbookmark.nintendo.net/courses/F42C-0000-03E3-F405
5009-0000-03EC-D776,Empire State Of Mario #GPODT2,Paul,sbu,Expert,4.18%,22,31,25,598,US,---,https://supermariomakerbookmark.nintendo.net/courses/5009-0000-03EC-D776
2039-0000-03EC-A890,だいちぃさんお疲れ様でした!サブのコー/スIDを教/えてください,★けーた2ごう★,sbu,Normal,21.95%,22,27,18,82,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2039-0000-03EC-A890
6E54-0000-03EC-FEA4,♥CAT2B♥THX! ,M,sbu,Easy,88.24%,13,15,15,17,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6E54-0000-03EC-FEA4
B43C-0000-03EC-5428,A Cut Above,Ryan,sb3,Expert,7.88%,13,16,13,165,US,---,https://supermariomakerbookmark.nintendo.net/courses/B43C-0000-03EC-5428
17D3-0000-03EC-3ABA,lil&#39; precish lvl 4 stiffbizkit,chess_w_c,sb3,Super Expert,0.92%,13,21,10,1090,US,---,https://supermariomakerbookmark.nintendo.net/courses/17D3-0000-03EC-3ABA
E7CB-0000-03EB-8FCC,Vipers&#39; Airship,Hellviper,sb3,Expert,7.22%,13,16,13,180,US,---,https://supermariomakerbookmark.nintendo.net/courses/E7CB-0000-03EB-8FCC
B50B-0000-03EA-9CB1,SUICHUUDESUPIRAN!?500BYOUKANTAN!,こう,sbu,Easy,44.44%,13,16,12,27,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B50B-0000-03EA-9CB1
DA5D-0000-03E0-1DC1,ファイヤー壁キック,D3★はるか,sbu,Normal,5.71%,13,16,4,70,JP,---,https://supermariomakerbookmark.nintendo.net/courses/DA5D-0000-03E0-1DC1
CB82-0000-03DB-75DF,gecko mas: bomb wall climb,gecko,sb,Easy,34.25%,26,33,25,73,US,---,https://supermariomakerbookmark.nintendo.net/courses/CB82-0000-03DB-75DF
9936-0000-03EC-E197,●◆■▲LaeticiaandLukas&#39;sEscape▲■◆●,Avry,sb,Easy,56.94%,30,49,41,72,US,---,https://supermariomakerbookmark.nintendo.net/courses/9936-0000-03EC-E197
9B2E-0000-03EC-D310,Haepnotize &quot;2&quot;,Hae°ж°fly,sbu,Expert,3.68%,50,69,55,1494,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9B2E-0000-03EC-D310
05BF-0000-03EB-40B6,Mystical Castle Costume Check,William,sb,Expert,4.93%,17,22,17,345,AU,---,https://supermariomakerbookmark.nintendo.net/courses/05BF-0000-03EB-40B6
5905-0000-03E1-259E,Spring Jump Kaizo Practice ,dev,sb3,Easy,92.86%,17,27,26,28,US,---,https://supermariomakerbookmark.nintendo.net/courses/5905-0000-03E1-259E
EFEC-0000-03EC-C6E5,Grow old with me,nobu,sb3,Easy,61.47%,55,73,67,109,JP,---,https://supermariomakerbookmark.nintendo.net/courses/EFEC-0000-03EC-C6E5
3002-0000-03E7-238E,pour Tchad super Amis bisou run,fifi,sbu,Easy,50.60%,38,50,42,83,FR,---,https://supermariomakerbookmark.nintendo.net/courses/3002-0000-03E7-238E
2874-0000-03EA-FB4B,息抜きにふわっとなる演奏をどうぞ♪,りょうたん♪,sbu,Easy,47.54%,21,34,29,61,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2874-0000-03EA-FB4B
D141-0000-03E2-BBDD,y=|x|,よたく,sb,Expert,3.67%,46,58,32,873,JP,---,https://supermariomakerbookmark.nintendo.net/courses/D141-0000-03E2-BBDD
8329-0000-03EB-5408,三代目は、スイッチに移動しました。(水中20s),spw-02,sb3,Normal,30.00%,37,54,42,140,JP,---,https://supermariomakerbookmark.nintendo.net/courses/8329-0000-03EB-5408
3FCC-0000-03ED-1093,20sec Speed Run#37,GoofyMomma,sbu,Easy,45.45%,8,17,15,33,US,---,https://supermariomakerbookmark.nintendo.net/courses/3FCC-0000-03ED-1093
C9DA-0000-03ED-0B88,The Real Slim Lanky,Gheb,sb,Expert,3.65%,12,15,10,274,AT,---,https://supermariomakerbookmark.nintendo.net/courses/C9DA-0000-03ED-0B88
4339-0000-03EC-D4AF,Now I Gotta Wet &#39;Cha,wilsonpenn,sb3,Expert,4.30%,24,31,29,674,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/4339-0000-03EC-D4AF
7F7B-0000-03EC-C91C,10 Mario Challenges,lukas,sb,Easy,44.44%,12,15,8,18,DE,---,https://supermariomakerbookmark.nintendo.net/courses/7F7B-0000-03EC-C91C
8323-0000-03EC-B929,Galoomba Bopping,Lunch,sw,Super Expert,0.13%,8,10,1,746,US,---,https://supermariomakerbookmark.nintendo.net/courses/8323-0000-03EC-B929
1D26-0000-03EC-3162,Mario&#39;s Casual Car Drive,odyFrost,sb,Normal,27.78%,8,11,10,36,US,---,https://supermariomakerbookmark.nintendo.net/courses/1D26-0000-03EC-3162
7746-0000-03EB-DA8A,Ez ver,CN.MS,sb3,Expert,1.20%,12,16,2,166,US,---,https://supermariomakerbookmark.nintendo.net/courses/7746-0000-03EB-DA8A
6403-0000-03EB-845C,新手的訓練,CN.ZWD,sw,Super Expert,1.30%,8,11,3,231,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6403-0000-03EB-845C
BB45-0000-03EB-6BDC,Running Rivers,Whizkid05,sw,Expert,1.69%,8,12,7,415,GB,---,https://supermariomakerbookmark.nintendo.net/courses/BB45-0000-03EB-6BDC
3BCE-0000-03EB-4C2C,Slalom,The Alt,sb,Super Expert,0.44%,8,11,5,1148,US,---,https://supermariomakerbookmark.nintendo.net/courses/3BCE-0000-03EB-4C2C
F352-0000-03EB-3E72,Don&#39;t steal my idea in MM2 Thab!,CRFraud,sb,Easy,46.67%,8,10,7,15,US,---,https://supermariomakerbookmark.nintendo.net/courses/F352-0000-03EB-3E72
F47B-0000-03EA-FE46,フレンド募 集IDは『seiyamasan3-6』遊ぶはメインで,7ごう★など♪せいや,sb,Easy,100.00%,24,35,35,35,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F47B-0000-03EA-FE46
01B7-0000-03E9-F914,Papa Luigi goes to Denny&#39;s,Taylor,sb,Expert,14.29%,8,11,7,49,US,---,https://supermariomakerbookmark.nintendo.net/courses/01B7-0000-03E9-F914
017F-0000-03E9-D7BE,Flying Ultra SquirrelThnxSMM V2,Ty,sb,Super Expert,1.54%,24,46,24,1554,US,---,https://supermariomakerbookmark.nintendo.net/courses/017F-0000-03E9-D7BE
1AEE-0000-03E9-B921,Rapta&#39;s Kaizo,Jordan,sb,Expert,3.98%,8,10,8,201,US,---,https://supermariomakerbookmark.nintendo.net/courses/1AEE-0000-03E9-B921
3778-0000-03E8-B82C,Dang Son [2YDG],xwater,sb,Super Expert,0.16%,12,25,2,1283,CA,---,https://supermariomakerbookmark.nintendo.net/courses/3778-0000-03E8-B82C
32E2-0000-03E7-C16F,やってやるさ　難しくなってFUTATABI登場,#NEWS♪,sb,Easy,50.00%,8,10,5,10,JP,---,https://supermariomakerbookmark.nintendo.net/courses/32E2-0000-03E7-C16F
BB35-0000-03DE-D9E3,いざレッツゴーチャレンジコース,ウキオ,sb,Easy,57.14%,8,10,8,14,JP,---,https://supermariomakerbookmark.nintendo.net/courses/BB35-0000-03DE-D9E3
D8AA-0000-03CC-25F3,Uno Mas: Not So Fireproof,NoFeet McG,sb,Easy,80.00%,8,10,8,10,US,---,https://supermariomakerbookmark.nintendo.net/courses/D8AA-0000-03CC-25F3
0AAA-0000-03C8-BF2C,さぶ28,しんこ,sb,Expert,2.17%,8,12,6,277,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0AAA-0000-03C8-BF2C
16B9-0000-03E9-BFB6,Mystery Challenge,*MCW UK*,sb,Easy,76.32%,23,31,29,38,GB,---,https://supermariomakerbookmark.nintendo.net/courses/16B9-0000-03E9-BFB6
C115-0000-03E8-A138,訂正版　SMM2買います! ノブさんの提案でYukunにします!,ゆうくん,sb,Easy,43.85%,49,69,57,130,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C115-0000-03E8-A138
5AC7-0000-03EB-C7D9,♪orion ３月のライオンエンディングテーマ,GU,sb,Easy,66.67%,15,20,20,30,JP,---,https://supermariomakerbookmark.nintendo.net/courses/5AC7-0000-03EB-C7D9
BEEF-0000-03C4-A3D5,Levels by my friends #1,CN.lele,sb,Super Expert,0.00%,48,62,0,151,US,---,https://supermariomakerbookmark.nintendo.net/courses/BEEF-0000-03C4-A3D5
907E-0000-03EB-DAE8,K Dawg&#39;s Platforming Farewell,kdawg,sb,Expert,8.07%,11,17,13,161,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/907E-0000-03EB-DAE8
216A-0000-03EB-217A,Bouncy Horror,Rktblst247,sb,Easy,72.73%,11,17,16,22,US,---,https://supermariomakerbookmark.nintendo.net/courses/216A-0000-03EB-217A
4630-0000-03E5-3A00,fFoxes,[ks]Hail,sb,Expert,3.13%,11,20,13,415,SE,---,https://supermariomakerbookmark.nintendo.net/courses/4630-0000-03E5-3A00
2611-0000-03E4-C92F,High Steppin,The Alt,sb,Expert,0.29%,22,49,12,4084,US,---,https://supermariomakerbookmark.nintendo.net/courses/2611-0000-03E4-C92F
8988-0000-03DA-B833,#Dmw Ben Bobbins vs. Shifty,beacon,sb,Expert,2.64%,22,34,15,568,US,---,https://supermariomakerbookmark.nintendo.net/courses/8988-0000-03DA-B833
65EC-0000-03E4-7C35,/You Shall Not Pass!/ (#3),SpongeBob,sb,Easy,20.83%,18,23,5,24,US,---,https://supermariomakerbookmark.nintendo.net/courses/65EC-0000-03E4-7C35
2B90-0000-03EB-BA75,♪さよならエレジー　菅田将暉,GU,sb,Easy,57.14%,14,21,20,35,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2B90-0000-03EB-BA75
E9A9-0000-03EA-95CD,Pixel Perfect,pringle,sb,Super Expert,2.17%,14,19,12,554,US,---,https://supermariomakerbookmark.nintendo.net/courses/E9A9-0000-03EA-95CD
5CF8-0000-03E7-00DC,♥♥XQuackerX Is my Big Brother!♥♥,Beano,sb,Easy,100.00%,14,18,18,18,GB,---,https://supermariomakerbookmark.nintendo.net/courses/5CF8-0000-03E7-00DC
E0DA-0000-03E2-9CC8,Hail &amp; Sh+00ps chalkboard collab,[ks]Hail,sb,Expert,2.58%,35,64,48,1859,SE,---,https://supermariomakerbookmark.nintendo.net/courses/E0DA-0000-03E2-9CC8
61DB-0000-03E0-E39F,Donut Wiggle,RecycleBin,sb,Expert,2.80%,14,20,12,428,CA,---,https://supermariomakerbookmark.nintendo.net/courses/61DB-0000-03E0-E39F
E9C3-0000-03DE-F1F6,THANKS FOR 50 STARS!,ugly rat,sb,Easy,64.56%,42,56,51,79,US,---,https://supermariomakerbookmark.nintendo.net/courses/E9C3-0000-03DE-F1F6
6694-0000-03C4-3C91,Jigglypuff &lt;(ú0ú)&gt; (abma_twitch),Abma,sb,Expert,1.75%,14,19,10,570,US,---,https://supermariomakerbookmark.nintendo.net/courses/6694-0000-03C4-3C91
3806-0000-03DE-FC4D,100 Mario Challenge -CAN&#39;T SKIP-,Bullet,sb,Easy,5.56%,24,32,2,36,US,---,https://supermariomakerbookmark.nintendo.net/courses/3806-0000-03DE-FC4D
01DF-0000-03EB-80C2,いつもお世話になっている方々を紹介します!,SHUN★,sb,Normal,26.92%,17,25,21,78,JP,---,https://supermariomakerbookmark.nintendo.net/courses/01DF-0000-03EB-80C2
91AD-0000-03E8-9E54,Happy Place,Groove,sb,Normal,10.37%,17,41,34,328,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/91AD-0000-03E8-9E54
DE18-0000-03EC-CE69,Plants Plants Baby,tzepur,sb,Expert,5.25%,53,72,63,1199,NO,Theme,https://supermariomakerbookmark.nintendo.net/courses/DE18-0000-03EC-CE69
D8D3-0000-03EA-E7F4,♥♥FOR EVERYONE♥♥,kimbud★,sb,Easy,41.86%,67,105,90,215,US,---,https://supermariomakerbookmark.nintendo.net/courses/D8D3-0000-03EA-E7F4
B686-0000-03EC-8127,高良ちゃん～～,FXS/D5ゆき,sb,Expert,16.67%,10,13,11,66,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B686-0000-03EC-8127
967A-0000-03EC-415F,3.5マスのツタ,しゅん,sb,Normal,34.09%,10,15,15,44,JP,---,https://supermariomakerbookmark.nintendo.net/courses/967A-0000-03EC-415F
987A-0000-03EB-2E34,??,[ks]Hail,sb,Expert,2.68%,10,17,13,485,SE,---,https://supermariomakerbookmark.nintendo.net/courses/987A-0000-03EB-2E34
0052-0000-03EB-1A39,出だしは全自動　ドクロからは半自動になるから気をつけて！10s,りょうたん♪,sb,Normal,32.35%,20,26,22,68,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0052-0000-03EB-1A39
0619-0000-03EA-A7CF,音符とPスイッチを描いてみた♪(10time),りょうたん♪,sb,Easy,48.94%,20,27,23,47,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0619-0000-03EA-A7CF
B9B7-0000-03E9-EAF7,Michiru UNDERWATER ADVENTURE,S.Pluto,sb,Easy,55.56%,10,13,10,18,FR,---,https://supermariomakerbookmark.nintendo.net/courses/B9B7-0000-03E9-EAF7
AC63-0000-03E9-9C10,次・・KIRIN【KRC】行かせて頂きます,ロクモン【KRC】,sb,Easy,10.00%,10,13,4,40,JP,---,https://supermariomakerbookmark.nintendo.net/courses/AC63-0000-03E9-9C10
